n 		 spin_accpt		Ecalc		 Mabs_calc
8001		873339		-490.909136		172.613923
8011		874753		-490.830608		169.693671
8021		861373		-496.167560		179.090388
8031		870388		-493.288507		177.893662
8041		884270		-488.685984		170.807114
8051		852177		-500.171407		190.951435
8061		861001		-497.459372		186.769632
8071		864172		-496.905960		183.782431
8081		880763		-491.159015		179.770820
8091		894999		-487.089359		162.030899
8101		891642		-487.877546		170.109616
8111		881932		-492.304771		176.715818
8121		896976		-487.260682		165.699791
8131		880543		-493.398598		175.731152
8141		864278		-498.604103		191.896819
8151		860519		-500.803337		192.645074
8161		878630		-494.351182		184.152187
8171		882018		-494.294456		181.699914
8181		879982		-495.194719		183.649676
8191		886509		-493.241362		172.613600
