n 		 spin_accpt		Ecalc		 Mabs_calc
6951		1916		-798.931952		399.726946
6961		1940		-799.013360		399.748599
6971		2163		-798.726725		399.675226
6981		1956		-798.868930		399.710357
6991		2016		-798.802460		399.696181
7001		2072		-798.824168		399.700614
7011		2057		-798.902296		399.720439
7021		1862		-798.965390		399.736505
7031		2033		-798.872991		399.714692
7041		1994		-798.793353		399.692089
7051		2012		-798.847256		399.701886
7061		2018		-798.838125		399.706274
7071		2018		-798.928016		399.727054
7081		2112		-798.806948		399.694676
7091		1976		-798.942321		399.730362
7101		2106		-798.814252		399.699197
7111		2020		-798.937983		399.729433
7121		2038		-798.826008		399.701446
7131		2086		-798.848408		399.706633
7141		2050		-798.843859		399.704243
7151		2036		-798.908684		399.722836
7161		1994		-798.876693		399.711493
7171		2176		-798.750523		399.680658
7181		2010		-798.935524		399.728450
7191		2048		-798.796829		399.696287
7201		2114		-798.861825		399.710596
7211		2064		-798.895021		399.719318
7221		2074		-798.858330		399.708351
7231		2192		-798.822293		399.697414
7241		2074		-798.838282		399.704737
7251		2240		-798.839333		399.704317
7261		2158		-798.802920		399.694532
7271		2062		-798.910741		399.721359
7281		2028		-798.954539		399.733553
7291		2096		-798.939514		399.730627
7301		2072		-798.921244		399.724147
7311		2096		-798.849405		399.706196
7321		2170		-798.852069		399.707690
7331		2168		-798.873278		399.714091
7341		2048		-798.903147		399.721564
7351		2180		-798.776765		399.687389
7361		2172		-798.845266		399.701671
7371		2218		-798.851716		399.706417
7381		2103		-798.917220		399.723344
7391		2124		-798.857529		399.709647
7401		2049		-798.956898		399.734090
7411		2190		-798.764539		399.684793
7421		2130		-798.834658		399.703814
7431		2132		-798.909972		399.722783
7441		2122		-798.911974		399.722618
7451		2130		-798.896792		399.719501
7461		2258		-798.729929		399.675379
7471		2174		-798.867086		399.710347
7481		2162		-798.849886		399.706189
7491		2162		-798.775597		399.687358
7501		2084		-798.887615		399.716838
7511		2270		-798.706431		399.668752
7521		2238		-798.777290		399.687807
7531		2158		-798.899482		399.718497
7541		2280		-798.837289		399.704283
7551		2058		-798.971262		399.738048
7561		2240		-798.812855		399.697659
7571		2158		-798.831858		399.701757
7581		2182		-798.875082		399.712967
7591		2258		-798.817020		399.697800
7601		2088		-798.925405		399.725036
7611		2293		-798.796479		399.692550
7621		2274		-798.798058		399.693479
7631		2194		-798.924387		399.727428
7641		2252		-798.864023		399.708153
7651		2180		-798.910469		399.722912
7661		2285		-798.862290		399.709176
7671		2214		-798.935211		399.728849
7681		2264		-798.908996		399.721130
7691		2141		-798.888051		399.717332
7701		2136		-798.913388		399.723153
7711		2214		-798.875373		399.712878
7721		2264		-798.895998		399.717653
7731		2212		-798.827060		399.702496
7741		2144		-798.863713		399.711924
7751		2232		-798.854341		399.707393
7761		2252		-798.897049		399.717047
7771		2260		-798.870673		399.713036
7781		2272		-798.837167		399.703380
7791		2222		-798.909511		399.722500
7801		2128		-798.958595		399.733624
7811		2257		-798.907694		399.721162
7821		2254		-798.801176		399.694668
7831		2360		-798.849700		399.706295
7841		2286		-798.900140		399.719679
7851		2514		-798.779773		399.688702
7861		2346		-798.816436		399.699529
7871		2292		-798.832169		399.702706
7881		2194		-798.907245		399.722116
7891		2506		-798.847801		399.703713
7901		2238		-798.871535		399.712948
7911		2200		-798.919985		399.725698
7921		2366		-798.825906		399.699785
7931		2149		-798.879334		399.713781
7941		2226		-798.924065		399.727238
7951		2420		-798.874104		399.711231
7961		2312		-798.880543		399.714609
7971		2373		-798.821227		399.699410
7981		2250		-798.827716		399.699787
7991		2328		-798.884745		399.714429
8001		2327		-798.800150		399.693538
8011		2372		-798.840594		399.704906
8021		2416		-798.767735		399.684079
8031		2316		-798.916698		399.723571
8041		2434		-798.737470		399.676657
8051		2464		-798.789219		399.691715
8061		2310		-798.871604		399.712691
8071		2231		-798.953785		399.733862
8081		2294		-798.875387		399.713402
8091		2338		-798.848103		399.707082
8101		2248		-798.937909		399.730157
8111		2370		-798.866724		399.712982
